make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
2000,18.23,2500,Diesel,5,4275.01,Ford,Manual,Silver,Partial,0,Yes
1997,17.64,5000,Petrol,2,9182.12,Volkswagen,Manual,Silver,Partial,1,Yes
2017,22.94,1200,Petrol,5,5627.78,Nissan,Manual,Blue,Partial,1,No
2007,14.91,2000,Diesel,3,5934.74,Kia,Automatic,Red,Full,0,No
2021,20.1,1800,Petrol,5,5478.24,Tesla,Manual,Blue,None,2,Yes
2010,12.28,1800,Petrol,1,5712.82,Hyundai,Manual,Black,None,0,Yes
2021,21.71,1000,Petrol,2,9141.92,Tesla,Manual,Gray,Full,0,Yes
1999,16.39,4000,Petrol,3,9135.45,Nissan,Automatic,Red,Partial,2,Yes
1998,17.8,1500,Petrol,2,4224.59,Kia,Manual,Blue,Partial,1,Yes
2015,16.19,5000,Petrol,3,14087.88,Chevrolet,Automatic,Black,Full,0,Yes
2002,16.82,800,Petrol,2,4619.5,Honda,Manual,Black,Full,1,Yes
2013,12.98,1000,Petrol,4,5879.14,Kia,Automatic,Blue,Partial,2,No
2008,19.65,4000,Diesel,5,8548.87,Hyundai,Manual,Blue,Full,1,No
2001,20.77,2500,Petrol,1,7042.39,Tesla,Automatic,White,None,0,Yes
2008,11.35,5000,Diesel,1,11914.21,Hyundai,Automatic,Blue,None,0,No
2000,15.02,1000,Petrol,4,3819.86,Chevrolet,Manual,Silver,Partial,1,No
2006,18.15,2500,Electric,2,9956.08,BMW,Manual,Red,None,0,Yes
2010,15.01,1500,Diesel,5,4891.4,Honda,Manual,Black,Partial,0,Yes
2011,16.89,5000,Petrol,4,7638.32,Ford,Manual,Silver,Full,0,Yes
2007,26.08,1000,Petrol,2,5429.58,Nissan,Automatic,Gray,Full,0,Yes
2017,12.91,1500,Petrol,5,6676.69,BMW,Automatic,Silver,None,0,Yes
2008,6.44,1800,Diesel,2,4537.81,Ford,Automatic,Black,Partial,0,No
2023,15.01,1500,Petrol,1,8347.62,Chevrolet,Manual,Gray,Full,2,Yes
2001,16.36,1200,Petrol,5,2689.73,Hyundai,Manual,Red,Partial,1,Yes
2008,15.55,2000,Electric,1,8871.25,Ford,Automatic,White,Full,1,Yes
2009,19.34,800,Petrol,1,5682.71,Ford,Automatic,White,Full,1,Yes
2006,12.86,3000,Diesel,5,5634.61,Volkswagen,Manual,Gray,Full,0,Yes
2011,12.12,1800,Diesel,4,4288.9,Volkswagen,Manual,Silver,Full,2,Yes
2003,14.63,3000,Diesel,2,6961.02,Hyundai,Manual,Silver,Partial,0,Yes
2016,14.73,5000,Diesel,5,9390.89,Honda,Manual,Blue,Partial,1,No
2009,28.6,1500,Diesel,1,7883.6,Nissan,Manual,White,Partial,0,No
2006,25.76,1500,Electric,2,9567.63,Hyundai,Manual,White,Full,3,No
1996,9.65,1800,Electric,5,7131.03,BMW,Manual,Red,Partial,0,No
1999,8.35,1800,Petrol,4,2151.97,Kia,Manual,Blue,None,2,Yes
2007,17.57,2000,Petrol,5,5870.03,Nissan,Manual,Black,Full,0,Yes
2021,27.56,1800,Petrol,5,6611.5,Kia,Automatic,Black,Full,0,Yes
2014,21.33,1800,Diesel,3,9722.38,Kia,Manual,Red,Partial,0,Yes
2017,17.84,3000,Petrol,2,9986.65,Chevrolet,Automatic,Black,Partial,1,Yes
2002,15.72,2000,Petrol,5,4325.69,Honda,Manual,White,Full,1,No
2021,23.39,1000,Petrol,1,8968.7,BMW,Manual,Silver,None,1,Yes
2008,18.89,1500,Diesel,1,6681.39,Volkswagen,Automatic,Blue,Full,0,No
2009,26.66,1500,Diesel,3,6285.29,Hyundai,Automatic,Black,Partial,0,No
2005,9.56,1800,Petrol,1,4560.27,Toyota,Automatic,Black,Partial,0,Yes
1995,20.12,2000,Diesel,5,3766.8,Kia,Automatic,Black,Full,1,Yes
2015,15.18,1800,Petrol,2,8425.55,Hyundai,Manual,Black,Full,0,Yes
1997,20.07,2000,Petrol,3,2991.63,Honda,Automatic,Silver,None,0,Yes
2011,19.25,3000,Electric,3,13574.19,Ford,Manual,Silver,Full,1,No
2022,20.55,1500,Diesel,4,6553.95,Ford,Automatic,Gray,Full,1,Yes
2013,22.89,1200,Petrol,4,6205.68,Chevrolet,Manual,Red,None,1,No
2008,24.95,4000,Electric,2,12870.17,Hyundai,Automatic,White,Full,1,Yes
2016,27.76,1200,Petrol,2,7873.11,Volkswagen,Automatic,Black,Full,0,Yes
2017,18.08,3000,Diesel,3,9446.75,Toyota,Automatic,Red,Full,0,Yes
2002,15.29,5000,Diesel,5,8356.75,Ford,Manual,White,Full,1,Yes
2007,11.87,1800,Petrol,5,4252.92,Nissan,Manual,Silver,Full,0,Yes
2021,20.17,4000,Diesel,4,11080.97,Tesla,Automatic,Black,Partial,1,Yes
2014,22.17,1200,Petrol,2,7524.24,Ford,Manual,Silver,Full,1,No
1997,11.26,5000,Petrol,2,9296.34,Ford,Manual,Gray,Partial,0,Yes
1999,23.72,5000,Petrol,5,6928.95,Tesla,Manual,Black,None,1,No
2003,17.49,3000,Diesel,4,6115.02,Nissan,Manual,Silver,Full,0,Yes
2023,11.72,2500,Diesel,5,8845.14,Ford,Automatic,Red,Partial,0,Yes
2000,13.76,2500,Diesel,5,5145.76,Honda,Automatic,Red,Partial,0,Yes
2019,13.28,5000,Diesel,3,10728.71,Ford,Manual,Silver,Full,0,No
2016,13.37,4000,Petrol,2,10032.97,Honda,Automatic,Silver,Partial,0,Yes
1996,20.85,3000,Petrol,3,6073.71,Tesla,Manual,Blue,Full,1,Yes
2007,22.32,1200,Petrol,3,5183.78,Hyundai,Automatic,Black,Full,0,Yes
1999,26.5,2000,Electric,5,7768.13,Ford,Automatic,Blue,Partial,0,Yes
2022,14.51,2000,Diesel,4,6930.85,Tesla,Automatic,Silver,None,0,Yes
2021,19.71,1800,Electric,5,9147.31,Tesla,Manual,Red,Partial,0,Yes
2019,14.76,1200,Petrol,4,7948.7,BMW,Manual,Black,Full,1,Yes
2002,18.1,4000,Diesel,2,9054.35,Volkswagen,Automatic,Red,Partial,1,Yes
2017,10.6,2500,Diesel,1,8255.84,Toyota,Manual,Silver,Partial,0,Yes
1995,12.38,1500,Diesel,2,4137.9,Chevrolet,Manual,Blue,Full,0,Yes
2014,22.02,2000,Diesel,5,5082.67,Hyundai,Manual,Black,Partial,0,No
2006,10.58,1800,Petrol,4,4816.81,Chevrolet,Automatic,Gray,Partial,1,Yes
2017,21.07,800,Diesel,1,5714.72,Nissan,Automatic,Blue,Full,0,Yes
2005,14.62,1000,Diesel,4,3766.65,Tesla,Manual,Black,Partial,0,Yes
2001,8.37,800,Petrol,4,1000.0,Ford,Automatic,Gray,Partial,3,Yes
2009,5.31,4000,Electric,1,12587.62,Ford,Automatic,Gray,Partial,0,Yes
2016,25.32,4000,Diesel,1,14995.54,Toyota,Manual,Red,Partial,1,No
2018,8.47,1800,Diesel,2,6970.77,Hyundai,Manual,White,Partial,0,Yes
2005,17.68,3000,Diesel,3,5777.04,Tesla,Manual,Black,Partial,2,Yes
2023,19.77,5000,Diesel,1,13571.61,Toyota,Manual,Silver,Partial,0,No
2016,11.43,1500,Petrol,3,6265.29,Honda,Manual,Black,Full,0,Yes
2020,15.23,800,Diesel,3,7196.01,Honda,Automatic,Gray,None,1,Yes
2010,20.39,1500,Petrol,3,4980.83,Nissan,Automatic,Silver,Full,0,Yes
1997,19.47,2500,Electric,3,10409.12,Honda,Automatic,White,Full,1,Yes
2014,15.7,1000,Petrol,1,7016.54,Hyundai,Manual,White,None,0,Yes
2008,19.18,1000,Petrol,4,4391.38,Nissan,Automatic,Red,Full,1,Yes
1997,17.49,2000,Electric,1,9412.46,Chevrolet,Manual,Red,None,1,Yes
1995,13.15,4000,Petrol,1,6461.09,Ford,Automatic,White,Full,0,Yes
2020,24.0,1200,Petrol,5,5666.78,Toyota,Automatic,Black,Full,1,Yes
2015,19.04,2500,Diesel,5,5809.81,Volkswagen,Automatic,Gray,Partial,0,No
2009,8.79,5000,Petrol,2,12546.13,Volkswagen,Manual,Black,Full,0,No
1995,20.61,4000,Petrol,3,7636.18,BMW,Manual,Red,Partial,1,Yes
2011,14.92,4000,Petrol,3,9523.85,Hyundai,Automatic,Black,Partial,0,No
1996,16.55,1500,Diesel,5,3668.83,BMW,Manual,Black,Partial,1,No
2023,18.04,1000,Petrol,4,5090.41,Tesla,Manual,Black,Partial,0,Yes
2014,14.04,800,Diesel,2,4570.5,Toyota,Manual,Black,None,0,Yes
2000,27.02,2000,Petrol,4,5995.4,BMW,Automatic,Silver,Partial,0,No
2002,10.53,1800,Petrol,5,4850.63,BMW,Manual,Red,Full,0,No
2023,18.28,2000,Petrol,4,8931.25,Ford,Manual,White,Partial,0,Yes
2010,19.91,2500,Electric,3,10895.04,BMW,Manual,White,Full,0,Yes
2013,18.21,4000,Diesel,5,9292.96,Chevrolet,Manual,Silver,Partial,1,No
1995,17.05,5000,Petrol,4,9321.37,Hyundai,Manual,Red,Partial,0,No
1997,16.11,5000,Petrol,2,8419.16,Ford,Automatic,Gray,Partial,0,No
2022,13.98,2000,Petrol,2,8677.27,Kia,Automatic,Silver,Partial,0,No
1997,13.9,2000,Diesel,1,5586.96,Nissan,Automatic,Red,Full,0,Yes
1999,23.79,1200,Petrol,5,3141.29,Volkswagen,Manual,Silver,Partial,0,No
2021,15.79,3000,Petrol,5,8313.13,Ford,Manual,Black,None,1,Yes
2006,28.66,4000,Diesel,5,7628.95,Honda,Manual,Silver,Full,1,Yes
2006,21.34,800,Petrol,3,4010.96,Volkswagen,Manual,Silver,Full,0,Yes
2014,5.0,2000,Petrol,3,3235.38,Hyundai,Manual,Blue,None,0,Yes
2007,22.42,2500,Petrol,5,7062.58,Nissan,Manual,Red,Full,1,Yes
2014,17.73,3000,Petrol,4,8252.2,Hyundai,Automatic,Black,Full,1,Yes
2003,11.05,5000,Petrol,3,9041.86,Chevrolet,Manual,Silver,Partial,0,Yes
2001,24.52,3000,Petrol,5,6751.28,Honda,Manual,Black,Full,1,Yes
1998,15.82,2500,Diesel,3,5549.75,Nissan,Automatic,Gray,Partial,0,Yes
2013,15.4,3000,Petrol,1,8852.97,Hyundai,Manual,Red,Full,1,Yes
2016,19.88,4000,Petrol,2,9789.82,Tesla,Manual,White,Full,0,Yes
2013,23.71,5000,Diesel,1,13693.74,Tesla,Automatic,Blue,None,1,Yes
2000,18.57,2500,Diesel,5,3887.61,Nissan,Manual,Blue,Full,2,No
2021,18.21,1200,Petrol,2,7885.38,Chevrolet,Manual,Red,Full,0,Yes
2007,14.52,4000,Petrol,4,9502.1,Hyundai,Manual,Blue,Partial,0,Yes
2005,23.63,800,Petrol,5,5457.96,BMW,Manual,White,Partial,0,Yes
2007,18.62,3000,Electric,4,10564.01,Honda,Manual,Black,Full,0,No
2007,16.87,2000,Diesel,4,5165.35,Honda,Manual,Silver,None,0,No
2022,16.25,1200,Petrol,3,6476.5,Ford,Automatic,Red,Full,0,Yes
2019,23.13,4000,Petrol,3,11865.0,Ford,Manual,Gray,Full,1,No
2016,16.69,2000,Diesel,2,5860.0,Chevrolet,Manual,Gray,Full,0,Yes
2022,23.15,2500,Petrol,2,9423.1,Kia,Automatic,Red,Full,3,Yes
2014,15.64,1000,Diesel,3,4614.89,Toyota,Manual,Blue,Full,0,Yes
2009,21.61,800,Electric,2,8954.01,Kia,Manual,Silver,None,0,Yes
2015,19.04,800,Petrol,1,6578.59,Hyundai,Manual,Blue,Partial,1,No
2007,13.25,1200,Petrol,5,3493.66,Kia,Manual,Blue,Full,1,Yes
2016,17.57,1200,Petrol,1,7084.35,Tesla,Manual,Black,Full,1,No
2005,7.05,3000,Petrol,5,4775.96,Toyota,Manual,Black,Partial,2,No
2013,14.28,2500,Diesel,3,7618.9,Kia,Manual,Blue,Full,1,Yes
2002,10.11,5000,Petrol,1,10610.94,BMW,Automatic,White,Full,1,Yes
2014,27.99,3000,Petrol,4,10426.37,Volkswagen,Manual,Red,Full,1,Yes
2002,10.17,800,Diesel,1,3593.48,Nissan,Automatic,Gray,Partial,0,Yes
2004,30.93,1500,Electric,2,11013.66,Tesla,Manual,White,Full,0,Yes
2020,20.57,3000,Petrol,1,12458.86,Chevrolet,Manual,Red,Partial,0,Yes
2010,15.41,5000,Petrol,3,10140.28,Ford,Manual,Silver,None,0,Yes
2013,22.03,1000,Petrol,3,6785.48,Volkswagen,Automatic,Silver,Partial,0,Yes
2020,14.78,2500,Diesel,2,8354.0,Ford,Automatic,White,Partial,1,Yes
2017,10.95,3000,Petrol,5,8492.47,Kia,Manual,Blue,Full,0,No
2005,18.4,4000,Petrol,2,9545.63,Honda,Automatic,Gray,None,1,Yes
2007,21.5,2500,Electric,5,8887.17,Tesla,Automatic,Blue,None,1,No
2022,24.39,4000,Petrol,3,11218.96,Toyota,Automatic,Silver,Full,0,Yes
2003,20.49,1000,Petrol,3,3736.03,Toyota,Automatic,Blue,None,0,Yes
2014,15.35,800,Diesel,5,3886.81,Tesla,Manual,Black,None,2,Yes
2018,24.93,800,Petrol,1,8915.91,Volkswagen,Automatic,Silver,None,1,Yes
2013,23.81,1500,Petrol,1,7660.67,Nissan,Automatic,Red,Full,0,Yes
2010,19.35,800,Petrol,2,4970.8,Volkswagen,Manual,Gray,None,0,Yes
2001,24.05,2500,Diesel,3,8460.94,Tesla,Automatic,Red,Full,0,Yes
2013,28.92,3000,Electric,1,13418.88,Nissan,Manual,Blue,Full,1,Yes
2006,15.28,1200,Diesel,3,3277.06,Tesla,Manual,Red,Full,0,Yes
2009,13.5,800,Petrol,2,3201.48,BMW,Manual,Red,Full,0,Yes
2017,15.14,1200,Petrol,4,4829.57,Tesla,Manual,White,Full,0,Yes
2008,11.25,1000,Diesel,3,3947.33,Chevrolet,Automatic,White,Full,0,Yes
2005,20.96,2000,Diesel,4,5691.95,Volkswagen,Manual,Red,Partial,1,Yes
2020,9.95,2500,Diesel,3,7225.4,Nissan,Manual,Silver,Full,0,Yes
2004,24.33,4000,Diesel,5,6873.5,Tesla,Automatic,Gray,None,0,No
2021,14.64,1800,Electric,4,9120.75,Nissan,Automatic,Red,Full,0,No
2005,24.79,1500,Petrol,5,3553.94,Honda,Manual,Gray,Full,1,No
2000,5.21,800,Petrol,5,1000.0,Tesla,Manual,Black,Full,0,Yes
1996,16.07,2000,Diesel,2,2412.33,Tesla,Manual,Silver,Full,1,Yes
2005,11.53,3000,Petrol,2,7330.51,Nissan,Manual,Gray,Partial,1,Yes
2013,24.77,1500,Petrol,1,7766.47,Nissan,Automatic,Black,Full,1,Yes
2000,26.4,800,Diesel,4,4355.25,Volkswagen,Automatic,Gray,Full,1,Yes
2008,6.28,1800,Petrol,1,4883.03,Ford,Manual,Black,Full,0,No
2014,22.33,5000,Petrol,4,11072.74,Tesla,Manual,Blue,Full,0,Yes
2000,23.34,1800,Electric,2,8042.02,Tesla,Automatic,White,Full,1,Yes
2011,19.63,1000,Petrol,2,5014.28,Nissan,Manual,Blue,Full,1,Yes
2004,20.94,2000,Petrol,2,5754.57,BMW,Manual,Gray,Partial,0,Yes
2022,20.58,5000,Petrol,4,14400.74,Hyundai,Automatic,Black,Partial,1,Yes
1995,22.35,4000,Diesel,2,8221.03,Honda,Manual,Blue,Full,1,No
1997,12.54,2000,Petrol,1,4161.84,Kia,Manual,Blue,None,1,No
2002,24.0,3000,Diesel,5,7540.8,Nissan,Manual,Silver,Full,1,No
2002,19.05,5000,Petrol,4,9459.98,Volkswagen,Automatic,Blue,Partial,1,Yes
2021,18.75,1200,Petrol,5,7180.52,Ford,Manual,Silver,Partial,1,Yes
2014,20.83,5000,Diesel,1,13497.36,Kia,Manual,Blue,Full,0,Yes
2016,11.65,1000,Petrol,3,5334.75,Tesla,Manual,Gray,Full,2,Yes
2009,10.23,1500,Petrol,2,5527.39,Honda,Manual,Blue,Full,0,Yes
2018,17.39,4000,Diesel,1,12065.96,Nissan,Manual,Black,Full,1,Yes
2001,25.72,4000,Petrol,3,7862.44,Toyota,Automatic,Black,Full,0,Yes
2005,12.07,1200,Electric,4,6517.13,Kia,Manual,Red,Partial,0,Yes
2001,18.88,800,Petrol,1,4796.25,Ford,Automatic,Red,Partial,0,No
2023,14.42,800,Diesel,4,6189.13,Honda,Manual,Silver,None,0,Yes
1998,13.75,1500,Diesel,5,2011.14,Nissan,Manual,Black,Full,0,No
2019,20.5,1500,Petrol,5,7667.0,Tesla,Manual,Red,Partial,0,Yes
2006,21.8,5000,Petrol,4,10641.55,Volkswagen,Manual,Gray,None,0,Yes
2020,14.06,2000,Petrol,5,6174.32,Chevrolet,Automatic,Blue,Partial,0,Yes
2000,24.94,1800,Electric,5,7995.8,Volkswagen,Manual,Black,Partial,1,Yes
2008,20.11,2000,Diesel,2,8054.52,Chevrolet,Automatic,Gray,None,0,Yes
2006,16.79,5000,Petrol,4,9087.55,Ford,Automatic,Gray,None,0,No
2005,19.74,2500,Petrol,4,5409.92,Toyota,Manual,Blue,Partial,2,Yes
2013,28.18,2500,Petrol,3,9798.95,Toyota,Manual,Blue,Partial,0,Yes
2015,21.77,5000,Diesel,2,13726.01,Hyundai,Manual,Gray,Full,0,Yes
1999,14.51,5000,Electric,1,12882.29,Volkswagen,Manual,Silver,Full,0,Yes
2008,17.91,4000,Petrol,2,9561.81,Nissan,Automatic,Black,Partial,0,Yes
2015,18.66,2000,Diesel,1,9277.86,Kia,Automatic,Blue,Full,1,No
2018,21.33,3000,Petrol,4,8362.09,Honda,Automatic,Silver,Full,1,Yes
2010,19.2,1000,Diesel,2,3317.62,Kia,Manual,White,Full,2,No
2019,27.48,3000,Petrol,3,10659.31,BMW,Manual,White,None,0,Yes
2007,16.87,4000,Diesel,5,8086.9,Volkswagen,Automatic,Blue,None,0,Yes
2019,9.35,1500,Electric,1,11054.57,Nissan,Automatic,Blue,Full,0,Yes
2023,19.07,1800,Diesel,5,8141.27,Ford,Automatic,White,Full,1,No
2016,15.79,1800,Electric,4,11060.08,Chevrolet,Manual,Red,Partial,2,Yes
2016,10.48,1000,Petrol,4,4823.79,Nissan,Manual,Silver,Full,0,Yes
2019,14.48,1800,Electric,4,11899.49,Tesla,Automatic,Blue,Full,0,Yes
2014,16.21,4000,Diesel,5,10116.14,Honda,Manual,White,None,1,Yes
2016,23.7,1500,Petrol,4,7005.1,Nissan,Manual,White,Full,2,Yes
1998,10.58,5000,Petrol,4,8938.98,Chevrolet,Manual,White,Full,2,Yes
2005,19.75,1200,Electric,5,5927.47,Hyundai,Manual,White,Partial,0,Yes
2011,29.1,2500,Petrol,4,8014.2,Toyota,Manual,White,Full,0,Yes
2001,17.13,3000,Petrol,1,7455.16,Chevrolet,Manual,White,Full,0,Yes
2008,16.98,5000,Diesel,2,10948.33,Nissan,Automatic,Blue,Partial,1,No
2020,21.6,2000,Petrol,1,10345.52,Tesla,Manual,Gray,Full,0,No
2005,20.61,2000,Diesel,4,6726.57,Toyota,Automatic,Gray,Full,0,No
2022,25.09,1800,Petrol,4,9194.22,BMW,Manual,Silver,Full,0,Yes
2016,17.16,2000,Petrol,4,6233.51,BMW,Automatic,White,Full,0,Yes
2003,21.51,4000,Diesel,4,9110.93,Hyundai,Automatic,White,Partial,2,No
2017,21.59,1000,Diesel,5,6754.57,Hyundai,Manual,Gray,None,0,Yes
2007,16.32,5000,Diesel,2,11634.68,BMW,Automatic,White,Partial,0,Yes
2017,17.43,1200,Diesel,5,3930.98,Toyota,Manual,White,None,0,Yes
2012,17.94,800,Petrol,5,3085.27,Volkswagen,Manual,White,Full,0,Yes
2022,11.81,1500,Diesel,4,6925.93,Hyundai,Manual,Black,Full,1,Yes
2005,16.06,1000,Diesel,1,6240.22,Toyota,Automatic,Black,Full,1,Yes
2009,25.48,2000,Electric,1,10329.4,Ford,Automatic,White,None,1,Yes
2019,23.19,800,Diesel,3,6727.59,Toyota,Manual,White,Full,2,No
2020,15.1,3000,Diesel,2,9756.27,Chevrolet,Manual,Red,Partial,1,Yes
2019,17.92,5000,Petrol,3,11393.35,Nissan,Automatic,Red,Partial,0,Yes
2016,22.86,2000,Diesel,5,7325.82,Nissan,Manual,Silver,Full,2,No
2023,20.22,4000,Diesel,3,12169.93,Nissan,Manual,Black,None,0,Yes
2013,22.0,2000,Petrol,3,7660.24,Chevrolet,Manual,Blue,Full,0,Yes
1995,20.67,5000,Diesel,3,10127.88,Kia,Manual,Silver,Full,0,No
1998,19.08,2500,Diesel,2,6099.42,Volkswagen,Manual,Silver,None,1,Yes
2008,17.17,1800,Petrol,1,7568.23,Chevrolet,Automatic,White,Partial,1,Yes
2008,12.02,3000,Diesel,1,8472.28,Hyundai,Automatic,White,Partial,1,Yes
1997,21.46,3000,Petrol,3,7186.94,Chevrolet,Manual,Blue,None,1,Yes
2022,16.89,5000,Diesel,2,12759.43,Nissan,Automatic,Red,Partial,0,Yes
2011,9.76,4000,Petrol,1,10257.97,BMW,Manual,White,Full,1,Yes
1997,15.27,2000,Petrol,4,4946.59,Nissan,Manual,Black,None,2,No
2010,22.26,800,Petrol,1,7209.28,Volkswagen,Automatic,Blue,Partial,0,Yes
2008,8.42,4000,Petrol,1,10340.43,Kia,Automatic,Gray,Full,0,Yes
2014,12.85,1200,Petrol,2,6035.36,BMW,Manual,Blue,None,0,Yes
2023,18.69,4000,Diesel,2,13694.82,Hyundai,Automatic,White,Full,2,No
2007,25.03,2500,Petrol,1,8419.37,Tesla,Automatic,Blue,Partial,0,No
2009,23.0,1200,Diesel,4,5059.93,Chevrolet,Manual,Red,Full,0,No
2008,25.51,4000,Diesel,4,11415.88,Kia,Automatic,White,Full,0,Yes
2018,19.04,2500,Electric,3,12101.9,Honda,Automatic,Red,Full,1,Yes
2019,16.95,2500,Petrol,3,9447.78,Ford,Manual,Red,Full,0,Yes
2013,22.22,2500,Petrol,1,7552.83,Toyota,Manual,Gray,Partial,3,No
2000,13.5,1000,Diesel,1,4385.16,Ford,Automatic,Black,Partial,2,Yes
2004,13.11,1500,Diesel,1,5602.96,Honda,Automatic,White,Partial,0,Yes
2021,12.22,5000,Petrol,4,12096.91,Nissan,Manual,Black,Full,1,Yes
2009,23.44,3000,Petrol,5,8120.03,Kia,Manual,Black,None,0,Yes
2015,13.83,1000,Petrol,3,4973.31,BMW,Automatic,Blue,None,0,Yes
2016,23.0,1500,Petrol,3,9761.0,Nissan,Manual,Silver,Full,1,Yes
2014,18.74,5000,Petrol,5,9963.88,Ford,Automatic,White,Full,0,Yes
2020,23.51,3000,Diesel,1,10985.99,Tesla,Automatic,Red,Full,0,Yes
2000,12.47,1200,Diesel,3,4136.27,Hyundai,Automatic,Gray,None,0,No
2017,14.87,2000,Electric,4,8729.9,BMW,Manual,Blue,None,0,Yes
2019,20.27,1000,Petrol,5,5635.27,Kia,Automatic,Black,Full,1,No
2004,15.85,3000,Diesel,4,7187.27,BMW,Automatic,Gray,None,1,Yes
2001,5.53,3000,Petrol,1,5760.37,Nissan,Manual,Black,Full,0,Yes
2016,11.14,800,Petrol,3,4169.78,Nissan,Manual,White,Partial,0,Yes
2011,12.43,1200,Diesel,4,4789.37,Hyundai,Manual,Blue,Full,2,Yes
2012,12.8,1000,Diesel,5,3914.22,BMW,Manual,Gray,Full,1,Yes
2011,21.41,2500,Electric,1,11263.25,Volkswagen,Manual,Gray,Partial,0,Yes
2003,19.69,2500,Diesel,3,6622.03,Honda,Manual,Red,Partial,1,No
2004,18.81,1500,Petrol,3,5004.82,Toyota,Automatic,Black,Full,2,Yes
2004,28.04,3000,Petrol,1,10367.63,Chevrolet,Manual,Blue,None,0,No
2019,23.88,1200,Diesel,1,7467.06,Volkswagen,Automatic,Red,Full,1,No
2001,22.01,4000,Diesel,1,8872.09,Volkswagen,Automatic,Blue,Full,1,Yes
2010,10.52,1800,Petrol,4,4632.65,BMW,Automatic,Black,None,1,Yes
2023,18.3,1000,Petrol,2,7290.46,BMW,Automatic,Black,None,0,Yes
2012,19.49,4000,Electric,3,14001.96,Toyota,Automatic,Red,Partial,0,No
2000,15.92,800,Diesel,4,2675.74,Toyota,Automatic,Blue,Full,1,Yes
2021,26.53,3000,Petrol,5,10401.27,Toyota,Automatic,Black,Partial,1,Yes
2014,18.26,2000,Electric,3,11634.96,Kia,Manual,Blue,Partial,1,Yes
1995,11.86,800,Diesel,2,1473.33,Kia,Manual,White,Partial,1,No
1995,13.01,1500,Petrol,5,3416.0,Hyundai,Manual,Red,Partial,1,Yes
2006,29.41,1200,Petrol,3,6163.29,Nissan,Manual,Silver,Partial,0,Yes
2015,15.9,2500,Diesel,2,6011.26,Nissan,Manual,Red,Full,1,Yes
2022,7.61,2500,Petrol,1,9104.2,Honda,Automatic,Black,Full,0,Yes
1996,15.0,2000,Diesel,2,3221.17,Kia,Automatic,Blue,Partial,0,No
1998,8.87,5000,Diesel,3,6848.46,Toyota,Manual,Gray,Full,2,Yes
2011,22.59,5000,Petrol,2,11270.06,Ford,Manual,Red,Full,0,No
1998,8.23,3000,Diesel,3,5018.25,Hyundai,Automatic,Silver,Partial,1,No
2005,10.99,2500,Diesel,3,4472.44,Nissan,Manual,White,Partial,0,Yes
2016,18.02,1500,Petrol,2,8482.82,Hyundai,Automatic,Black,Full,0,Yes
2020,23.55,2500,Diesel,2,11097.59,Chevrolet,Manual,Blue,Partial,0,Yes
1998,17.65,800,Diesel,5,4522.21,Hyundai,Manual,White,Partial,1,Yes
1995,11.71,1200,Diesel,5,1278.34,Nissan,Manual,Black,None,1,No
2001,18.91,1000,Petrol,4,2841.72,Kia,Manual,Red,Partial,1,No
2012,15.66,2500,Diesel,3,7548.84,Chevrolet,Automatic,Red,Full,0,Yes
2003,23.66,4000,Petrol,5,9058.13,Honda,Manual,Silver,Partial,0,Yes
2023,22.27,1800,Petrol,4,9518.82,Ford,Manual,Gray,Full,0,Yes
1997,15.31,4000,Petrol,3,6685.39,Ford,Automatic,White,Partial,1,Yes
2002,21.9,3000,Diesel,4,7837.67,Toyota,Manual,Red,None,0,Yes
2023,19.36,800,Petrol,5,6876.77,Volkswagen,Manual,Silver,Partial,0,Yes
2018,24.83,1000,Petrol,4,9541.55,Nissan,Automatic,Blue,Full,0,Yes
2013,21.69,2000,Petrol,2,9369.18,Volkswagen,Automatic,Blue,Full,1,Yes
1998,20.73,1800,Diesel,4,6166.52,Volkswagen,Automatic,White,None,3,Yes
2012,24.64,2500,Petrol,1,11399.22,Volkswagen,Automatic,Blue,None,0,No
2014,18.08,4000,Diesel,1,10511.5,Tesla,Automatic,Red,None,2,Yes
2021,14.13,1500,Petrol,4,5736.28,Hyundai,Manual,Blue,Partial,1,Yes
2005,19.0,3000,Diesel,1,9431.6,Volkswagen,Manual,Red,Full,1,Yes
2021,16.22,1500,Diesel,4,6391.97,Chevrolet,Manual,Silver,Full,0,Yes
2008,21.02,1200,Petrol,4,5708.25,Honda,Automatic,Red,None,0,Yes
2019,18.31,1000,Petrol,4,5877.85,Chevrolet,Manual,Red,Full,0,Yes
2012,20.01,3000,Petrol,1,10016.54,BMW,Automatic,White,Full,0,Yes
2022,11.98,3000,Diesel,3,9474.15,Chevrolet,Automatic,Blue,Partial,0,Yes
2022,20.54,1200,Petrol,4,7692.6,Chevrolet,Manual,Red,Full,1,No
2023,11.57,800,Diesel,4,4260.43,Ford,Manual,White,Partial,0,Yes
2010,22.81,2000,Petrol,2,6356.02,Ford,Automatic,White,Partial,1,Yes
1997,22.82,1800,Petrol,2,5295.95,Nissan,Automatic,White,Partial,0,No
2009,19.74,3000,Diesel,5,7238.09,Nissan,Automatic,Black,Full,0,Yes
2021,19.55,2000,Petrol,1,11074.24,Kia,Automatic,White,Full,1,Yes
2021,16.88,1500,Diesel,3,7758.1,Honda,Manual,White,Full,1,Yes
